brand,platform,post_url,post_date,post_time,post_type,video_length_seconds,caption_text,hashtags,likes,comments,shares,saves,views,impressions,engagement_rate_manual,visual_style,caption_tone,cta_type,has_creator_collab,creator_handle,has_music_audio,audio_description,emoji_count_in_caption,caption_word_count,mentions_count,is_paid_partnership,notes,content_pillar,collaboration,content_mix_funnel,sku,content_theme
818 Tequila,Instagram,https://www.instagram.com/reel/DVO7PC_EmWz/,2026-02-26,14:43,Reel,0,"818 Cherry Marg 🍒

Video by eats.with.ab 

RECIPE:
- 2 OZ 818 Tequila Reposado 
- 1 OZ Cherry juice
- 0.5 OZ Cointreau 
- 0.5 OZ Lime juice
- 0.25 OZ Simple syrup 

PREP:
1. In a cocktail shaker, combine all ingredients. 
2. Add ice to the shaker and shake until cold and frosty.
3. Prep your cocktail glass with one large ice cube. 
4. Strain cocktail over the ice and garnish with a cherry.",,874,44,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,1,75,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DSqY9aYDqIG/,2025-12-24,17:05,Static Image,0,"Good taste isn’t wrapped in paper, it’s poured over ice. 
 
#PATRONTequila #PATRONELALTO",#PATRONTequila #PATRONELALTO,891,6,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,12,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DRsC5GcCbeD/,2025-11-30,15:00,Reel,0,"The first ever 818 Holiday Surprise Box dropping tomorrow at 12PM ET. Inside the surprise box, you’ll find 818 favorites from our merch vault—hand-selected to make your holidays a little more spirited.🎁

Join our Happy Hour Community Channel for first access to the drop. You won’t want to miss this!",,848,46,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,1,50,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DVEjZqKj3di/,2026-02-22,14:00,Carousel,0,"For #NationalMargaritaDay, are you celebrating with something sweet, spicy, or completely unique? Drop your favorite margarita recipe in the comments below. 

#PATRONTequila #PATRONMargarita",#NationalMargaritaDay #PATRONTequila #PATRONMargarita,864,18,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,23,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DQM7feFDgDu/,2025-10-24,14:27,Carousel,0,"Photo finish 🏁
Cheers to everyone who celebrated with a PATRÓN Citrus Circuit at cota_official last weekend. 

#PATRONTequila #PATRONCitrusCircuit #COTA",#PATRONTequila #PATRONCitrusCircuit #COTA,864,11,0,0,0,0,,,Playful / Fun,None,No,,No,,1,20,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DSDisadiYZQ/,2025-12-09,15:00,Carousel,0,"Share a bottle of PATRÓN this holiday season.

#PATRONTequila",#PATRONTequila,862,12,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,9,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DS-cUgFkWKK/,2026-01-01,12:00,Reel,0,"From launch parties to catwalks and the biggest cultural events of the year, 2025 was filled with good times and extraordinary tequila. Where will Don Julio go next in 2026?
.
.
Desde fiestas de lanzamiento a las pasarelas y los eventos culturales más importantes del año, 2025 estuvo lleno de buenos momentos y excelente tequila. ¿A dónde irá Don Julio en el 2026?",,844,23,0,0,0,0,,,Playful / Fun,None,No,,Yes,,0,64,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DUhNVJIFoHs/,2026-02-08,20:34,Static Image,0,"We loved it, clearly. 

#PATRONTequila #PATRONCristalino",#PATRONTequila #PATRONCristalino,851,15,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,6,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DQhkzGuEn0K/,2025-11-01,14:59,Reel,0,Fireside with 818 Reposado,,841,25,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,4,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Teremana,Instagram,https://www.instagram.com/reel/DVPCNgFkVCu/,2026-02-26,15:42,Reel,0,Tequila Sunrise…but make it snowy,,830,35,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,5,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DSVuaEVEo_1/,2025-12-16,16:29,Reel,0,"The 818 Dirty-Chai Tini by mariiismith 

COCKTAIL RECIPE:
- 3 OZ 818 Tequila Reposado
- .25 OZ Agave Syrup
- 1/3 Cup Chai Tea, cooled
- 1/3 Cup Coffee or Espresso, cooled
- 1 OZ Milk or Milk Substitute (oat or coconut milk)
- Cocoa Powder, unsweetened, (garnish)

SPICED WHIP RECIPE:
- 1/3 Cup Heavy Cream
- 1/4 TSP Ground Cinnamon
- 1/8 TSP Ground Cardamom
- 1/8 TSP Ground Ginger
- 2 TBSP Confectioners Sugar

SPICED WHIP PREP:
1. In a chilled bowl with an electric mixer, combine ingredients and mix together until stiff peaks form. 

COCKTAIL PREP: 
1. Combine all ingredients into a shaker tin filled with ice.
2. Shake vigorously until the outside of the tin is frosty cold. 
3. Strain, top with spiced whip and dust with cocoa powder.",,827,35,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,133,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DVEqVzjEnvq/,2026-02-22,15:00,Reel,0,"Three ingredients and one salty garnish. Here’s to National Margarita Day—the Don Julio way.
.
.
Celebra el Día Nacional de la Margarita al estilo Don Julio: con tres ingredientes y sal de nuestra tierra.",,843,19,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,35,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DTdxU3OD8B-/,2026-01-13,16:00,Carousel,0,"You can’t miss the sophisticated taste of Silver.

#PATRONTequila #PATRONSilver",#PATRONTequila #PATRONSilver,832,10,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,10,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DRkXADmDwwP/,2025-11-27,12:22,Reel,0,Happy Thanksgiving from our 818 family to yours💚,,801,38,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,1,8,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DUT890wjqW5/,2026-02-03,17:00,Carousel,0,"When the music is unmatched, the tequila should be too. 

Thanks for making the grammys another perfect night and celebrating with us. #PATRONxGRAMMYS",#PATRONxGRAMMYS,800,19,0,0,0,0,,,Aspirational / Lifestyle,None,No,,No,,0,23,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DUjFGdAgldo/,2026-02-09,14:01,Reel,0,"The only way to pull up in SF diplo
.
.
Una entrada icónica en San Francisco diplo",,782,31,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,18,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Casamigos,Instagram,https://www.instagram.com/reel/DRnODm1jpUb/,2025-11-28,15:01,Reel,0,Because post-Friendsgiving catch-ups deserve Casamigos.,,802,4,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,5,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DQac99gga0G/,2025-10-29,20:30,Carousel,0,"Now that’s how it’s done. We had an amazing time at the race celebrating all things 🏎️ 🏁with the PATRÓN Pit Stop.

#PATRONTequila #PatronCristalino",#PATRONTequila #PatronCristalino,781,19,0,0,0,0,,,Casual / Conversational,None,No,,No,,3,24,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/reel/DVwcbUXlahr/,2026-03-11,16:06,Reel,0,"Silver is served. Enjoy the PATRÓN Perfect Margarita.

1.5 oz PATRÓN Silver Tequila
1 oz PATRÓN CITRÓNGE Orange Liqueur
.75 oz Fresh lime juice
.25 oz Simple syrup
+ Lime wedge for garnish
Salt (optional)

#PATRONTequila #PATRONSilver #PATRONMargarita",#PATRONTequila #PATRONSilver #PATRONMargarita,779,21,0,0,0,0,,,Aspirational / Lifestyle,None,No,,Yes,,0,38,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DTBkoakCXL1/,2026-01-02,17:10,Carousel,0,"A fresh cocktail for a fresh start. The Cucumber-Coconut Margarita, designed with balance in mind.

1 oz PATRÓN Silver Tequila 
2 oz Coconut water
.75 oz Fresh lime juice
.75 oz Simple syrup
7 Thin slices of cucumber, 3 for garnish

#PATRONTequila #PATRONMargarita",#PATRONTequila #PATRONMargarita,783,12,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,43,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DTL6DW1CVL0/,2026-01-06,17:30,Carousel,0,"Some things get clearer with age–Cristalino is one of them. Each batch begins as Añejo before being triple filtered without any sweeteners to achieve its crystal clear nature.

#PATRÓNTequila #PATRÓNCristalino",#PATRÓNTequila #PATRÓNCristalino,782,10,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,30,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/reel/DS8TFJOiRbC/,2025-12-31,16:05,Reel,0,"Ring in the New Year with the elevated taste of PATRÓN EL ALTO. 

#PATRONTequila #PATRONELALTO #NYE",#PATRONTequila #PATRONELALTO #NYE,784,8,0,0,0,0,,,Premium / Luxury,None,No,,Yes,,0,16,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/p/DVtib11lFzV/,2026-03-10,13:00,Carousel,0,"Celebrate Hollywood’s most iconic night like an A-lister. 

Acclaimed mixologists Charles Joly and Lorenzo Antinori co-created four signature drinks for this year’s Governors Ball, the official party following the 98th Oscars. Get the recipes reimagined for your home bar at the link in bio. 
.
.
Vive la noche más grande de Hollywood como toda una celebridad. 

Los famosos mixólogos Charles Joly y Lorenzo Antinori crearon cuatro cocteles especiales para el Governor’s Ball de este año, la fiesta oficial posterior a la 98.ª entrega de los Premios Oscar. Encuentra las recetas, pensadas para tu bar en casa, en el link de nuestra bio.",,748,13,0,0,0,0,,,Playful / Fun,Link in bio,No,,No,,0,103,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DQxBmyqiS0Y/,2025-11-07,13:53,Static Image,0,"This PATRÓN pour took 12 months in the making. It’s smooth, sweet, and right on time.
 
#PATRONTequila #PATRONAñejo",#PATRONTequila #PATRONAñejo,752,5,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,18,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DRVTLvkD9Mt/,2025-11-21,16:00,Reel,0,"1942 Minis touched down in Tokyo. Our exclusive launch party took beats, pours, and vibes to the next level.
.
.
Las Minis de 1942 llegaron a Tokio, donde no faltaron las vibras, beats y tragos en nuestra fiesta de lanzamiento.",,740,5,0,0,0,0,,,Premium / Luxury,None,No,,Yes,,0,41,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DTvy_W9idfL/,2026-01-20,16:01,Static Image,0,"This awards season, PATRÓN is raising the bar. Celebrate music’s most iconic night with The Golden Record – the Official Cocktail of the 2026 grammys and watch along on Sunday, February 1st.  
 
1.5 oz PATRÓN El ALTO
1 oz Martini & Rossi Prosecco
.5 oz Fino Sherry Tio Pepe
2 oz Pear Cordial
Dash of Bergamot Bitters
 
The perfect way to enjoy PATRÓN is responsibly. www.responsibility.org ©2026. PATRÓN EL ALTO, its trade dress and the bee logo are trademarks. Handcrafted in Mexico. Imported by the PATRÓN Spirits Company, Coral Gables, FL. Tequila – 40% alc. by vol.

#PATRONELALTO #PATRONxGRAMMYS",#PATRONELALTO #PATRONxGRAMMYS,730,12,0,0,0,0,,,Aspirational / Lifestyle,None,No,,No,,0,99,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DUtSactgfL1/,2026-02-13,13:09,Reel,0,"Snapshots from Galentine’s Day with 818 — our very first IRL Community Channel event 💌

Join the Happy Hour Channel to stay in the know about future events happening in your city!",,683,53,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,1,32,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DUCIBCiFsrO/,2026-01-27,18:51,Static Image,0,"Celebrate the best in music with the best of tequila. 

PATRÓN is the official tequila partner of the GRAMMY Awards. 

#PATRONxGRAMMYS #PATRONELALTO",#PATRONxGRAMMYS #PATRONELALTO,707,9,0,0,0,0,,,Playful / Fun,None,No,,No,,0,22,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/reel/DQCycwYjiln/,2025-10-20,16:55,Reel,0,"What a weekend in Austin. Did you try the Citrus Circuit, the official drink of cota_official?

#PATRONTequila #PATRONCitrusCircuit #COTA",#PATRONTequila #PATRONCitrusCircuit #COTA,692,18,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,19,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/reel/DP7ZECjkpMh/,2025-10-17,19:01,Reel,0,"Introducing the Patrón Citrus Circuit. The official drink of cota_official Stop by at the Patrón Hacienda for a pit stop during race weekend. 

#PATRONTequila #PATRONCitrusCircuit #COTA",#PATRONTequila #PATRONCitrusCircuit #COTA,695,14,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,26,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DRp9nvsiVnt/,2025-11-29,16:35,Carousel,0,"PATRÓN Añejo—aged to perfection for a smoky finish.

#PATRONTequila #PATRONReposado",#PATRONTequila #PATRONReposado,669,7,0,0,0,0,,,Premium / Luxury,None,No,,No,,0,10,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DSTNJAajhT1/,2025-12-15,17:00,Static Image,0,"We’ve reimagined what Añejo can be with PATRÓN Cristalino-a wood charcoal-filtered tequila that’s smooth tasting, and crystal clear.
 
#PATRONTequila #PATRONCristalino",#PATRONTequila #PATRONCristalino,666,8,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,20,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Casamigos,Instagram,https://www.instagram.com/reel/DP6-E-YARA3/,2025-10-17,15:05,Reel,0,"Your haunted happy hour awaits 👻
 
SPOOKY-RITA
1.5 oz. Casamigos Blanco Tequila
.75 oz. Fresh Blood Orange Juice
.5 oz. Fresh Lime Juice
.25 oz. Simple Syrup
1 Pinch Cinnamon
½ Thick Rim Black Lava Salt/Sugar 2:1 Ratio
Garnish Dehydrated Blood Orange Wheel + Rosemary Sprig (Suggest dipping in edible gold dust)
 
Wet ½ rim of glass with orange slice and dip into salt mixture. Combine all ingredients into a tin shaker, then add ice, shake vigorously and strain into a rimmed rocks glass. Add fresh ice (suggest pebble/crushed) and garnish.",,656,16,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,1,91,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DRunxInlKHu/,2025-12-01,12:00,Reel,0,The 818 Holiday Surprise Box is now SOLD OUT. Join our Happy Hour Community Channel for exclusive access to future merch drops.,,616,52,0,0,0,0,,,Premium / Luxury,None,No,,Yes,,0,22,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Casamigos,Instagram,https://www.instagram.com/p/DTyUWB7FR5O/,2026-01-21,15:30,Carousel,0,"Next stop, Park City 🎬❄️",,634,32,0,0,0,0,,,Casual / Conversational,None,No,,No,,3,5,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Espolon,Instagram,https://www.instagram.com/reel/DT3XkLZEj3f/,2026-01-23,14:35,Reel,0,"Fresh juice. Bright flavors. No shortcuts.
eltragodeldia shows how his perfect Paloma starts (and ends) with Espolòn. 🐓🍋‍🟩
‍
Recipe
2 oz Espolòn Blanco
2 oz fresh grapefruit juice
1 oz fresh lime juice
0.5 oz agave syrup
Grapefruit soda to top
Black salt rim
Shake with ice, strain over ice, top with soda, garnish with grapefruit and lime.
#ad #EspolonPartner",#ad #EspolonPartner,633,14,0,0,0,0,,,Aspirational / Lifestyle,None,No,,Yes,,2,61,0,Yes,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/p/DQcr-3VEh1c/,2025-10-30,17:20,Carousel,0,Cheers to fall,,629,15,0,0,0,0,,,Playful / Fun,None,No,,No,,0,3,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Casamigos,Instagram,https://www.instagram.com/reel/DVbaz3QiaQL/,2026-03-03,11:08,Reel,0,"100 days out from the FIFA World Cup 26™ -
rivalry (and margarita) season starts now ⚽️🍋‍🟩",,615,23,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,3,17,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DS3SDh0iX5o/,2025-12-29,17:15,Static Image,0,"This holiday season, deck the shelf with top shelf tequila—PATRÓN, made with agave, water and time.   

#PATRONTequila #PATRONSilver #PATRONReposado #PATRONCristalino",#PATRONTequila #PATRONSilver #PATRONReposado #PATRONCristalino,625,6,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,20,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/p/DQfCh1kEh2g/,2025-10-31,15:15,Carousel,0,"Happy Halloween!🧡

Celebrate with the Maple Dream and find more spooky sips at drink818.com",,603,20,0,0,0,0,,,Playful / Fun,None,No,,No,,1,14,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Teremana,Instagram,https://www.instagram.com/p/DPzWfIfkQpO/,2025-10-14,16:03,Carousel,0,"From the agave fields to your glass 🌿

For over 10,000 years, agave has symbolized strength, creativity, and culture across Mesoamerica.

This Hispanic Heritage Month, we honor its deep roots — and those who’ve kept its spirit alive. Salud! 🥃",,610,12,0,0,0,0,,,Nostalgic / Heritage,None,No,,No,,2,40,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Espolon,Instagram,https://www.instagram.com/reel/DPjqXKskj1L/,2025-10-08,13:53,Reel,0,"CDMX GRWM, but made better with Espolòn. Luz had the playlist, we brought the margaritas.

#espolontequila #Ad21 #drinkresponsibly",#espolontequila #Ad21 #drinkresponsibly,592,24,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,18,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/reel/DUG-GouDCrT/,2026-01-29,16:01,Reel,0,The signature cork pop is coming. Stay tuned. mustard #PATRONxGRAMMYS,#PATRONxGRAMMYS,583,29,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,10,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/p/DRh0zVvD5fU/,2025-11-26,12:44,Carousel,0,"Things you need for the perfect toast? Tequila and thoughtful words. Swipe to fill in the blanks ahead of the holidays, and send to your friend who’s hosting. ¡Salud!
.
.
Cosas que necesitas para el brindis perfecto: un tequila y las palabras adecuadas. Desliza para escribir las palabras que faltan en cada brindis, y compártelo con tu anfitrión favorito. ¡Salud!",,603,9,0,0,0,0,,,Aspirational / Lifestyle,None,No,,No,,0,61,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/reel/DUR0j6bDDiE/,2026-02-02,21:11,Reel,0,"When mastery takes the stage, every detail matters. Cheers to the winners, the work, and the moments worth raising a glass too.

Thanks for making the grammys another perfect night and celebrating with us. 

clipse, fkatwigs, kehlani, leonthomas, mustard

#PATRONxGRAMMYS",#PATRONxGRAMMYS,575,23,0,0,0,0,,,Playful / Fun,None,No,,Yes,,0,40,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DSLRAjLjUFm/,2025-12-12,15:00,Reel,0,"Toda una vida de devoción.

Manuel Tavares Rojo, maestro jimador con más de 22 años en el campo, nos comparte el arte de la jima y el legado inigualable de Don Julio González.
.
.
A lifetime of devotion. 

Hear from Manuel Tavares Rojo, our master jimador of over 22 years, as he shares the craft and heritage of la jima, and the legacy of Don Julio González.",,559,31,0,0,0,0,,,Nostalgic / Heritage,None,No,,Yes,,0,68,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DSGHcYbFOHf/,2025-12-10,15:00,Reel,0,"“La calidad del tequila comienza en los campos.”

Conoce al hombre detrás de la protección de nuestras recetas. Abraham Anaya, Gerente de Desarrollo de Líquidos, nos comparte la importancia de conservar las tradiciones y asegurar la calidad del tequila ante todo.
.
.
“The quality of a tequila starts in the fields.”

Meet the man who’s responsible for protecting all of our recipes. Abraham Anaya, Liquid Development Manager, shares the importance of keeping tradition and quality above all.",,554,28,0,0,0,0,,,Nostalgic / Heritage,None,No,,Yes,,0,78,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DTbT0BqlkTl/,2026-01-12,17:03,Static Image,0,"Aged naturally. PATRÓN Reposado is crafted in oak barrels to develop its distinctly smooth taste.

#PATRÓNTequila #PATRÓNReposado",#PATRÓNTequila #PATRÓNReposado,571,7,0,0,0,0,,,Premium / Luxury,None,No,,No,,0,17,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/p/DU1bOSTlHoF/,2026-02-16,17:00,Carousel,0,"Inside Por Amor Garden in Tokyo. An immersive tasting experience rooted in love, passion, and craftsmanship.
.
.
Asómate a nuestro jardín Por Amor en Tokio. Una experiencia de degustación arraigada en el amor y la pasión por el tequila.",,559,12,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,40,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
818 Tequila,Instagram,https://www.instagram.com/reel/DRxMZAxkYSD/,2025-12-02,12:12,Reel,0,"Holiday surprises aren’t over yet!

Link in bio to shop the 818 Dat Hat + Limited-Edition 818 Embroidered Tote Bag now.",,533,35,0,0,0,0,,,Casual / Conversational,Link in bio,No,,Yes,,0,21,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DSKg8DSie6-/,2025-12-12,08:00,Carousel,0,"Bring PATRÓN to the holiday party and the rest takes care of itself.

#PATRONTequila",#PATRONTequila,557,9,0,0,0,0,,,Playful / Fun,None,No,,No,,0,14,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Patron,Instagram,https://www.instagram.com/p/DQPf9gFjhBc/,2025-10-25,14:24,Static Image,0,"The winner is crystal-clear: PATRÓN at the CDMX race weekend. Cheers to an iconic weekend. 

#PATRONTequila #PatronCristalino #CDMXGP",#PATRONTequila #PatronCristalino #CDMXGP,554,9,0,0,0,0,,,Playful / Fun,None,No,,No,,0,18,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Teremana,Instagram,https://www.instagram.com/reel/DS59tH2DRHa/,2025-12-30,18:18,Reel,0,They say 12 grapes bring good luck… we just made them taste better.,,546,10,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,13,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/p/DVZL0dakr1u/,2026-03-02,14:18,Carousel,0,"Scenes from Don Julio’s Lunar New Year celebration: custom cocktails, mahjong, and good spirits to ring in the Year of the Horse.
.
.
Momentos de nuestra celebración del Año Nuevo Lunar: cocteles de autor, mahjong y buenas vibras para darle la bienvenida al Año del Caballo.",,545,8,0,0,0,0,,,Casual / Conversational,None,No,,No,,0,47,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
Don Julio,Instagram,https://www.instagram.com/reel/DVbrI8QD4ZS/,2026-03-03,13:30,Reel,0,"Countdown is on for FIFA’s World Cup 2026™ opening match in Mexico. 100 days to go y hacemos historia.
.
.
Comienza la cuenta regresiva para el partido inaugural de la Copa Mundial de la FIFA 2026™ en México. ¡A 100 días de hacer historia!",,541,6,0,0,0,0,,,Casual / Conversational,None,No,,Yes,,0,45,0,No,"Imported from Sprout Social — Competitor Posts (Cuervo) October 1, 2025 - March 16, 2026.csv",,,,,
