"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"11-26-2025","TikTok","'@devilsreserve","24","0","","0","0","0","4","4","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-27-2025","Facebook","Devil's Reserve","173","0","","0","0","0","409,561","4,820","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-27-2025","Instagram","devilsreserve","1,970","-1","4","0","0","0","677,322","108","1","0%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"11-27-2025","TikTok","'@devilsreserve","24","0","","0","0","0","15","15","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-28-2025","Facebook","Devil's Reserve","173","0","","1","1","1","397,460","3,164","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","1","0","0","","0","","","","","","","",""
"11-28-2025","Instagram","devilsreserve","1,972","2","2","1","1","1","593,745","105","1","0%","0","0","0","","1","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"11-28-2025","TikTok","'@devilsreserve","24","0","","1","1","0","108","108","4","3.7%","4","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-29-2025","Facebook","Devil's Reserve","173","0","","0","0","7","474,665","4,924","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","7","0","0","0","0","","0","","","","","","","",""
"11-29-2025","Instagram","devilsreserve","1,973","1","1","0","0","3","661,280","506","19","0%","15","0","3","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","0",""
"11-29-2025","TikTok","'@devilsreserve","24","0","","0","0","0","65","65","2","3.08%","1","0","1","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-30-2025","Facebook","Devil's Reserve","173","0","","0","0","0","397,378","3,464","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-30-2025","Instagram","devilsreserve","1,974","1","2","0","0","2","577,913","368","7","0%","6","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"11-30-2025","TikTok","'@devilsreserve","24","0","","0","0","0","26","26","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-01-2025","Facebook","Devil's Reserve","173","0","","1","1","7","179","16","1","0.56%","0","0","0","0","","1","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","7","0","0","0","0","","0","","","","","","","",""
"12-01-2025","Instagram","devilsreserve","1,975","1","1","2","2","0","594","146","7","1.18%","6","0","1","","0","","","","","","","","","","","","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-01-2025","TikTok","'@devilsreserve","24","0","","0","0","0","8","8","1","12.5%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-02-2025","Facebook","Devil's Reserve","173","0","","0","0","0","16","3","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-02-2025","Instagram","devilsreserve","1,970","-5","3","0","0","5","579","146","9","1.55%","8","0","0","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","","","","","0","0",""
"12-02-2025","TikTok","'@devilsreserve","24","0","","0","0","0","16","16","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-03-2025","Facebook","Devil's Reserve","174","0","","0","0","7","5","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","7","0","0","0","0","","0","","","","","","","",""
"12-03-2025","Instagram","devilsreserve","1,970","0","0","4","2","3","628","91","26","4.14%","2","0","23","","0","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","2","1",""
"12-03-2025","TikTok","'@devilsreserve","24","0","","0","0","0","7","7","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-04-2025","Facebook","Devil's Reserve","174","0","","1","1","0","2","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-04-2025","Instagram","devilsreserve","1,969","-1","0","1","1","4","577","184","13","2.25%","10","2","0","","1","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","3","0","1","0","","","","","0","0",""
"12-04-2025","TikTok","'@devilsreserve","24","0","","1","1","0","305","305","11","3.61%","11","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-05-2025","Facebook","Devil's Reserve","174","0","","0","0","3","4","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","3","0","0","0","0","","0","","","","","","","",""
"12-05-2025","Instagram","devilsreserve","1,966","-3","4","0","0","1","344","410","12","3.49%","11","1","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-05-2025","TikTok","'@devilsreserve","24","0","","0","0","0","275","275","25","9.09%","25","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-06-2025","Facebook","Devil's Reserve","174","0","","0","0","0","3","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-06-2025","Instagram","devilsreserve","1,970","4","4","0","0","8","497","115","5","1.01%","4","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","2","","","","","0","0",""
"12-06-2025","TikTok","'@devilsreserve","24","0","","0","0","0","5","5","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-07-2025","Facebook","Devil's Reserve","174","0","","0","0","0","4","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-07-2025","Instagram","devilsreserve","1,976","6","7","0","0","2","389","73","1","0.26%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-07-2025","TikTok","'@devilsreserve","24","0","","0","0","0","9","9","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-08-2025","Facebook","Devil's Reserve","174","0","","0","0","4","12","3","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","4","0","0","0","0","","0","","","","","","","",""
"12-08-2025","Instagram","devilsreserve","1,977","1","1","0","0","5","961","45","1","0.1%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","1","","","","","0","0",""
"12-08-2025","TikTok","'@devilsreserve","24","0","","0","0","0","9","9","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-09-2025","Facebook","Devil's Reserve","174","0","","1","1","0","6","2","0","0%","0","0","0","0","","0","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-09-2025","Instagram","devilsreserve","1,977","0","3","1","1","3","1,242","104","4","0.32%","2","0","2","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","2","0","0","1","","","","","0","0",""
"12-09-2025","TikTok","'@devilsreserve","24","0","","0","0","0","25","25","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-10-2025","Facebook","Devil's Reserve","174","0","","0","0","0","45","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-10-2025","Instagram","devilsreserve","1,979","2","2","0","0","0","413","50","60","14.53%","51","2","7","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-10-2025","TikTok","'@devilsreserve","24","0","","0","0","0","8","8","1","12.5%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-11-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-11-2025","Instagram","devilsreserve","1,980","1","3","1","0","0","144","45","11","7.64%","10","1","0","","0","","","","","","","","","","","","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-11-2025","TikTok","'@devilsreserve","24","0","","0","0","0","9","9","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-12-2025","Facebook","Devil's Reserve","174","0","","1","1","3","6","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","3","0","0","0","0","","0","","","","","","","",""
"12-12-2025","Instagram","devilsreserve","1,981","1","2","1","1","2","578","31","1","0.17%","1","0","0","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","0",""
"12-12-2025","TikTok","'@devilsreserve","24","0","","1","1","0","95","95","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-13-2025","Facebook","Devil's Reserve","174","0","","0","0","3","2","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","3","0","0","0","0","","0","","","","","","","",""
"12-13-2025","Instagram","devilsreserve","1,983","2","4","0","0","4","416","361","12","2.88%","11","1","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","3","","","","","0","0",""
"12-13-2025","TikTok","'@devilsreserve","24","0","","0","0","0","41","41","2","4.88%","2","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-14-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-14-2025","Instagram","devilsreserve","1,984","1","1","0","0","1","163","78","3","1.84%","3","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","0",""
"12-14-2025","TikTok","'@devilsreserve","24","0","","0","0","0","6","6","1","16.67%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-15-2025","Facebook","Devil's Reserve","174","0","","1","1","0","19","4","1","5.26%","0","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-15-2025","Instagram","devilsreserve","1,981","-3","2","1","1","5","347","57","6","1.73%","5","1","0","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"12-15-2025","TikTok","'@devilsreserve","24","0","","0","0","0","16","16","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-16-2025","Facebook","Devil's Reserve","174","0","","0","0","0","58","10","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-16-2025","Instagram","devilsreserve","1,983","2","2","8","3","2","1,197","261","10","0.84%","9","0","0","","0","","","","","","","","","","","","0","3","0","2","0","","","","","","","","","","","","","","","","","","","","","0","0","0","2","","","","","3","0",""
"12-16-2025","TikTok","'@devilsreserve","24","0","","1","1","0","116","116","7","6.03%","7","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-17-2025","Facebook","Devil's Reserve","174","0","","0","0","0","2","0","1","50%","0","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-17-2025","Instagram","devilsreserve","1,982","-1","0","1","0","8","629","191","8","1.27%","4","2","1","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","1","7",""
"12-17-2025","TikTok","'@devilsreserve","24","0","","0","0","0","89","89","6","6.74%","6","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-18-2025","Facebook","Devil's Reserve","174","0","","1","1","0","3","0","0","0%","0","0","0","0","","0","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-18-2025","Instagram","devilsreserve","1,981","-1","1","2","2","2","676","54","4","0.59%","4","0","0","","0","","","","","","","","","","","","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","2","","","","","0","0",""
"12-18-2025","TikTok","'@devilsreserve","24","0","","0","0","0","9","9","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-19-2025","Facebook","Devil's Reserve","174","0","","0","0","0","3","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-19-2025","Instagram","devilsreserve","1,982","1","1","0","0","2","445","34","19","4.27%","18","0","0","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-19-2025","TikTok","'@devilsreserve","24","0","","0","0","0","10","10","1","10%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-20-2025","Facebook","Devil's Reserve","174","0","","0","0","0","60","8","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-20-2025","Instagram","devilsreserve","1,983","1","2","2","1","1","358","49","1","0.28%","0","0","0","","1","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","1","0",""
"12-20-2025","TikTok","'@devilsreserve","24","0","","0","0","0","46","46","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-21-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-21-2025","Instagram","devilsreserve","1,980","-3","1","0","0","2","414","38","1","0.24%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-21-2025","TikTok","'@devilsreserve","24","0","","0","0","0","2","2","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-22-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-22-2025","Instagram","devilsreserve","1,982","2","2","0","0","2","393","51","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-22-2025","TikTok","'@devilsreserve","24","0","","0","0","0","21","21","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-23-2025","Facebook","Devil's Reserve","174","0","","1","1","0","3","1","0","0%","0","0","0","0","","0","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-23-2025","Instagram","devilsreserve","1,982","0","4","4","3","2","965","51","0","0%","0","0","0","","0","","","","","","","","","","","","1","2","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","1","1",""
"12-23-2025","TikTok","'@devilsreserve","24","0","","0","0","0","5","5","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-24-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","0","1","100%","1","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-24-2025","Instagram","devilsreserve","1,984","2","2","0","0","1","550","33","21","3.82%","19","1","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"12-24-2025","TikTok","'@devilsreserve","24","0","","0","0","0","15","15","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-25-2025","Facebook","Devil's Reserve","174","0","","1","1","0","63","31","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-25-2025","Instagram","devilsreserve","1,983","-1","2","2","2","0","432","18","1","0.23%","1","0","0","","0","","","","","","","","","","","","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-25-2025","TikTok","'@devilsreserve","24","0","","1","1","0","98","98","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-26-2025","Facebook","Devil's Reserve","174","0","","0","0","0","4","1","1","25%","1","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-26-2025","Instagram","devilsreserve","1,983","0","0","0","0","0","149","288","13","8.72%","13","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-26-2025","TikTok","'@devilsreserve","24","0","","0","0","0","22","22","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-27-2025","Facebook","Devil's Reserve","174","0","","0","0","0","4","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-27-2025","Instagram","devilsreserve","1,984","1","2","0","0","0","146","33","1","0.68%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-27-2025","TikTok","'@devilsreserve","24","0","","0","0","0","8","8","1","12.5%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-28-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-28-2025","Instagram","devilsreserve","1,984","0","3","0","0","0","106","28","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"12-28-2025","TikTok","'@devilsreserve","24","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-29-2025","Facebook","Devil's Reserve","174","0","","1","1","0","5","1","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-29-2025","Instagram","devilsreserve","1,984","0","0","1","1","2","502","15","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","2","0","0","0","","","","","0","0",""
"12-29-2025","TikTok","'@devilsreserve","24","0","","1","1","0","98","98","1","1.02%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-30-2025","Facebook","Devil's Reserve","174","0","","0","0","0","1","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-30-2025","Instagram","devilsreserve","1,984","0","2","0","0","2","172","331","15","8.72%","13","2","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"12-30-2025","TikTok","'@devilsreserve","24","0","","0","0","0","29","29","2","6.9%","1","0","1","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"12-31-2025","Facebook","Devil's Reserve","174","0","","1","1","0","2","0","0","0%","0","0","0","0","","0","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"12-31-2025","Instagram","devilsreserve","1,983","-1","1","1","1","10","445","49","2","0.45%","2","0","0","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","3","","","","","0","3",""
"12-31-2025","TikTok","'@devilsreserve","24","0","","0","0","0","25","25","1","4%","0","0","1","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-01-2026","Facebook","Devil's Reserve","174","0","","0","0","0","2","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-01-2026","Instagram","devilsreserve","1,984","1","1","0","0","0","355","76","12","3.38%","7","0","5","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"01-01-2026","TikTok","'@devilsreserve","24","0","","0","0","0","13","13","1","7.69%","0","0","1","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-02-2026","Facebook","Devil's Reserve","174","0","","0","0","0","2","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-02-2026","Instagram","devilsreserve","1,985","1","1","0","0","0","189","58","2","1.06%","2","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"01-02-2026","TikTok","'@devilsreserve","24","0","","0","0","0","10","10","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-03-2026","Facebook","Devil's Reserve","174","0","","0","0","0","3","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-03-2026","Instagram","devilsreserve","1,982","-3","1","0","0","1","88","30","5","5.68%","4","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"01-03-2026","TikTok","'@devilsreserve","24","0","","0","0","0","9","9","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-04-2026","Facebook","Devil's Reserve","174","0","","0","0","0","3","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-04-2026","Instagram","devilsreserve","1,981","-1","1","0","0","0","132","12","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"01-04-2026","TikTok","'@devilsreserve","24","0","","0","0","0","24","24","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"01-05-2026","Facebook","Devil's Reserve","173","-1","","0","0","0","0","0","1","","1","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-05-2026","Instagram","devilsreserve","1,979","-2","1","3","1","4","226","15","0","0%","0","0","0","","0","","","","","","","","","","","","0","1","0","2","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","2",""
