"Date","Instagram Profile","Followers","Net Follower Growth","Followers Gained","Followers Lost","Following","Net Following Growth","Published Posts","Views","Reach","Organic Engagements","Organic Likes","Organic Comments","Organic Shares","Organic Saves","Story Replies","Engagement Rate (per View)"
"04-06-2025","devilsreserve","647","2","2","0","","","0","768","194","39","31","2","6","0","0","5.08%"
"04-07-2025","devilsreserve","650","3","3","0","","","1","660","208","28","24","1","3","0","0","4.24%"
"04-08-2025","devilsreserve","654","4","4","0","","","1","1,073","572","21","18","0","3","0","0","1.96%"
"04-09-2025","devilsreserve","660","6","6","0","","","1","591","276","30","22","2","6","0","0","5.08%"
"04-10-2025","devilsreserve","665","5","5","0","","","0","364","146","43","23","4","15","1","0","11.81%"
"04-11-2025","devilsreserve","669","4","4","0","","","0","422","168","32","19","2","11","0","0","7.58%"
"04-12-2025","devilsreserve","675","6","6","0","","","0","238","78","34","22","4","8","0","0","14.29%"
"04-13-2025","devilsreserve","679","4","4","0","","","0","214","55","25","15","2","5","3","0","11.68%"
"04-14-2025","devilsreserve","682","3","3","0","","","0","8,679","7,870","17","10","2","4","1","0","0.2%"
"04-15-2025","devilsreserve","686","4","4","0","","","0","13,896","12,988","14","9","1","3","1","0","0.1%"
"04-16-2025","devilsreserve","690","4","4","0","","","0","17,645","17,144","12","5","2","4","1","0","0.07%"
"04-17-2025","devilsreserve","692","2","2","0","","","1","22,071","22,313","9","5","1","3","0","0","0.04%"
"04-18-2025","devilsreserve","695","3","3","0","","","0","21,483","22,802","8","4","1","3","0","0","0.04%"
"04-19-2025","devilsreserve","697","2","2","0","","","0","23,912","24,036","17","13","0","4","0","0","0.07%"
"04-20-2025","devilsreserve","700","3","3","0","","","0","23,879","25,443","12","7","0","4","1","0","0.05%"
"04-21-2025","devilsreserve","703","3","3","0","","","0","21,453","22,353","8","4","1","2","1","0","0.04%"
"04-22-2025","devilsreserve","707","4","4","0","","","0","11,250","12,606","5","4","0","1","0","0","0.04%"
"04-23-2025","devilsreserve","711","4","4","0","","","0","7,988","9,500","5","3","1","1","0","0","0.06%"
"04-24-2025","devilsreserve","713","2","2","0","","","0","7,766","8,979","3","2","0","1","0","0","0.04%"
"04-25-2025","devilsreserve","767","54","54","0","","","1","8,210","9,007","2","1","1","0","0","0","0.02%"
"04-26-2025","devilsreserve","802","35","35","0","","","0","3,833","4,259","9","6","2","1","0","0","0.23%"
"04-27-2025","devilsreserve","806","4","4","0","","","1","377","229","6","6","0","0","0","0","1.59%"
"04-28-2025","devilsreserve","809","3","3","0","","","0","192","106","45","38","4","2","1","0","23.44%"
"04-29-2025","devilsreserve","814","5","5","0","","","1","909","275","8","7","0","1","0","0","0.88%"
"04-30-2025","devilsreserve","820","6","6","0","","","0","477","168","46","41","2","3","0","0","9.64%"
"05-01-2025","devilsreserve","820","0","0","0","27","","1","584","389","24","17","4","3","0","0","4.11%"
"05-02-2025","devilsreserve","819","-1","6","7","27","0","3","772","226","31","19","1","10","1","0","4.02%"
"05-03-2025","devilsreserve","820","1","11","10","27","0","5","2,073","800","23","14","6","2","1","0","1.11%"
"05-04-2025","devilsreserve","831","11","14","3","28","1","12","5,104","2,294","54","41","1","7","3","2","1.06%"
"05-05-2025","devilsreserve","846","15","15","0","28","0","11","3,819","1,284","32","21","1","5","5","0","0.84%"
"05-06-2025","devilsreserve","859","13","13","0","28","0","7","1,941","407","60","38","10","10","1","1","3.09%"
"05-07-2025","devilsreserve","868","9","9","0","28","0","3","1,312","400","25","15","1","5","2","2","1.91%"
"05-08-2025","devilsreserve","871","3","3","0","28","0","1","629","231","26","15","8","1","1","1","4.13%"
"05-09-2025","devilsreserve","870","-1","2","3","28","0","5","1,209","463","3","3","0","0","0","0","0.25%"
"05-10-2025","devilsreserve","871","1","2","1","28","0","2","805","270","36","22","2","8","3","1","4.47%"
"05-11-2025","devilsreserve","873","2","2","0","28","0","1","518","197","4","3","0","0","1","0","0.77%"
"05-12-2025","devilsreserve","873","0","3","3","28","0","2","14,966","16,445","26","23","2","1","0","0","0.17%"
"05-13-2025","devilsreserve","876","3","8","5","28","0","1","21,520","23,273","11","6","0","5","0","0","0.05%"
"05-14-2025","devilsreserve","882","6","6","0","28","0","2","19,319","22,568","10","3","0","5","0","2","0.05%"
"05-15-2025","devilsreserve","895","13","13","0","28","0","0","17,479","19,279","17","0","0","17","0","0","0.1%"
"05-16-2025","devilsreserve","898","3","3","0","28","0","3","16,068","18,221","12","7","0","4","1","0","0.07%"
"05-17-2025","devilsreserve","903","5","5","0","28","0","1","339","119","27","1","0","25","1","0","7.96%"
